full_name,url,clone_url,commit_sha,status,klass,stars,license,language,detected_tools,component_count,total_tokens,always_loaded,findings_total,findings_file,findings_file_fs,findings_pairwise,findings_setup,scan_seconds
jrubiosainz/copilot-repo-whisperer,https://github.com/jrubiosainz/copilot-repo-whisperer,https://github.com/jrubiosainz/copilot-repo-whisperer.git,e89dbf046006dd37b8549728dd2de4c26c158262,ok,INSTRUCTION_ONLY,0,,Shell,Copilot|OpenCode,2,759,759,0,0,0,0,0,10.39
JSK9999/ai-nexus,https://github.com/JSK9999/ai-nexus,https://github.com/JSK9999/ai-nexus.git,2e509a247f31e38d0bb75e572982a48008ceb7b7,ok,INSTRUCTION_ONLY,18,Apache-2.0,TypeScript,,3,598,598,0,0,0,0,0,9.95
jsynowiec/node-typescript-boilerplate,https://github.com/jsynowiec/node-typescript-boilerplate,https://github.com/jsynowiec/node-typescript-boilerplate.git,8b27c174543eedf5d83e1038adc1664dc53ed9c0,ok,INSTRUCTION_ONLY,2953,Apache-2.0,TypeScript,Claude Code|OpenCode,2,633,633,0,0,0,0,0,9.8
jtorrens/screen-simulation,https://github.com/jtorrens/screen-simulation,https://github.com/jtorrens/screen-simulation.git,9123a71f0442fdbc4be74938109cc23d59a0d549,ok,INSTRUCTION_ONLY,0,,Rust,OpenCode,1,2864,2864,0,0,0,0,0,15.25
JuneYaooo/gpt-image2-ppt-skills,https://github.com/JuneYaooo/gpt-image2-ppt-skills,https://github.com/JuneYaooo/gpt-image2-ppt-skills.git,4576cd5aee5e2f7c2fbd47557045b150906ce98c,ok,INSTRUCTION_ONLY,1187,Apache-2.0,Python,OpenCode,1,623,623,0,0,0,0,0,16.47
junhoyeo/tokscale,https://github.com/junhoyeo/tokscale,https://github.com/junhoyeo/tokscale.git,29021fc60ebe57cc4c8dc54ce0a219d9eb4d6c48,ok,INSTRUCTION_ONLY,5028,MIT,Rust,OpenCode,1,3847,3847,0,0,0,0,0,16.4
jzOcb/agent-guardrails,https://github.com/jzOcb/agent-guardrails,https://github.com/jzOcb/agent-guardrails.git,bebef1b24dbff0fafbcf9b21564826e33d7e97aa,ok,INSTRUCTION_ONLY,15,MIT,Shell,,1,1614,0,5,4,1,0,0,10.86
Kanaries/pygwalker,https://github.com/Kanaries/pygwalker,https://github.com/Kanaries/pygwalker.git,96a2c0567a05e973b62aa8d0d784cd0b75a44eff,ok,INSTRUCTION_ONLY,15943,Apache-2.0,Python,Claude Code|OpenCode,2,3085,3085,1,1,0,0,0,12.28
KangaKode/universal-agent-bootstrap,https://github.com/KangaKode/universal-agent-bootstrap,https://github.com/KangaKode/universal-agent-bootstrap.git,2a392a8ab30b76dcfcb17bac089f52cf1a70e31c,ok,INSTRUCTION_ONLY,0,MIT,Shell,Claude Code|Cursor,7,4876,3287,0,0,0,0,0,10.73
karanb192/algo-sensei,https://github.com/karanb192/algo-sensei,https://github.com/karanb192/algo-sensei.git,5d4421396994494e74ea2e6cc9cde785be742c5b,ok,INSTRUCTION_ONLY,245,MIT,,,1,1194,0,3,3,0,0,0,12.0
katipally/openlive,https://github.com/katipally/openlive,https://github.com/katipally/openlive.git,d47a67319577d4b7c054278769274b3ad6571c93,ok,INSTRUCTION_ONLY,252,MIT,TypeScript,,0,0,0,0,0,0,0,0,12.16
kenhayward/Diariz,https://github.com/kenhayward/Diariz,https://github.com/kenhayward/Diariz.git,8e94c998292cf87f65623797186f5f0e1c6586c8,ok,INSTRUCTION_ONLY,3,AGPL-3.0,C#,Claude Code,1,7549,7549,0,0,0,0,0,11.63
Kerim-Sabic/elite-engineer,https://github.com/Kerim-Sabic/elite-engineer,https://github.com/Kerim-Sabic/elite-engineer.git,9afeaaf38b07bc163e60bebf67eca2a0252a8884,ok,INSTRUCTION_ONLY,5,MIT,PowerShell,Claude Code|Cursor,2,5648,2824,0,0,0,0,0,10.38
KernelLord/pickysteve,https://github.com/KernelLord/pickysteve,https://github.com/KernelLord/pickysteve.git,3b521f663ebfb67ed76e3a9a651cf33507a3521c,ok,INSTRUCTION_ONLY,9,MIT,Python,,1,48,0,1,1,0,0,0,11.58
kevalin/oh-my-skills,https://github.com/kevalin/oh-my-skills,https://github.com/kevalin/oh-my-skills.git,bcbb75ab9858f62ee2b6e2a985919d3c9c9bad31,ok,INSTRUCTION_ONLY,0,MIT,Python,,3,24044,0,11,8,2,0,1,13.31
keysersoose/claude-agent-builder,https://github.com/keysersoose/claude-agent-builder,https://github.com/keysersoose/claude-agent-builder.git,75e32aff189ada617b236a8b4c6db4f91aa3fffb,ok,INSTRUCTION_ONLY,41,MIT,Python,,0,0,0,0,0,0,0,0,9.59
kinoward/dayu-harness-skill,https://github.com/kinoward/dayu-harness-skill,https://github.com/kinoward/dayu-harness-skill.git,e2ed501c5a5f6c268b4665dc3bd04a90b328d9a8,ok,INSTRUCTION_ONLY,18,MIT,Shell,OpenCode,4,2814,2814,0,0,0,0,0,12.78
klhq/skillmux,https://github.com/klhq/skillmux,https://github.com/klhq/skillmux.git,143294848c333c35186d70742ef59c230dc850bb,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,,0,0,0,0,0,0,0,0,11.11
kohya-ss/sd-scripts,https://github.com/kohya-ss/sd-scripts,https://github.com/kohya-ss/sd-scripts.git,37a1cbbc5725ed2a3575506e7bd2001c9908ac92,ok,INSTRUCTION_ONLY,7200,Apache-2.0,Python,,0,0,0,0,0,0,0,0,12.37
Koteyka371/ball-royale,https://github.com/Koteyka371/ball-royale,https://github.com/Koteyka371/ball-royale.git,6ffae3499f7098d4cc5d381eb282b74b4d010d3c,ok,INSTRUCTION_ONLY,3,,Python,OpenCode,1,816,816,0,0,0,0,0,18.68
kromahlusenii-ops/ham,https://github.com/kromahlusenii-ops/ham,https://github.com/kromahlusenii-ops/ham.git,7a24f7f972aae6ba678e1504ec603f9691dd1e6d,ok,INSTRUCTION_ONLY,67,MIT,JavaScript,Claude Code,1,345,345,0,0,0,0,0,12.53
kyaraslav-cell/fwapp,https://github.com/kyaraslav-cell/fwapp,https://github.com/kyaraslav-cell/fwapp.git,93b3ee9bf4f86f4d648d704e853568da25214c47,ok,INSTRUCTION_ONLY,0,,Python,Claude Code,3,3727,2015,4,4,0,0,0,7.06
l0ng-ai/tty7,https://github.com/l0ng-ai/tty7,https://github.com/l0ng-ai/tty7.git,ef333bf0556f33c0c75bad691f9d232a61c68bb1,ok,INSTRUCTION_ONLY,741,Apache-2.0,Rust,,1,4189,0,6,6,0,0,0,13.85
lakkkulaanilkumar/kotlin-lsp-nexus,https://github.com/lakkkulaanilkumar/kotlin-lsp-nexus,https://github.com/lakkkulaanilkumar/kotlin-lsp-nexus.git,34a8b40e99ea58dc4a6fc9529312690b7ba7454f,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,0,0,0,0,0,9.79
LC044/TrailSnap,https://github.com/LC044/TrailSnap,https://github.com/LC044/TrailSnap.git,aa54e0e70a77ad3eebe214769b7660a702da7212,ok,INSTRUCTION_ONLY,669,AGPL-3.0,Python,Claude Code|OpenCode,3,5782,5440,2,2,0,0,0,26.62
lcyluke/agentark,https://github.com/lcyluke/agentark,https://github.com/lcyluke/agentark.git,6efdf0a5880b753673b032c7db71075afe5f681c,ok,INSTRUCTION_ONLY,1,MIT,Python,OpenCode,1,1162,1162,0,0,0,0,0,27.13
lewismessthecode/BioinfoFlow,https://github.com/lewismessthecode/BioinfoFlow,https://github.com/lewismessthecode/BioinfoFlow.git,d2d5290e67c884f72fa1dad0b49c44ff7cf52f46,ok,INSTRUCTION_ONLY,6,MIT,Python,Claude Code|OpenCode,2,4755,4755,1,1,0,0,0,16.41
liangdabiao/Seedance2-Storyboard-Generator,https://github.com/liangdabiao/Seedance2-Storyboard-Generator,https://github.com/liangdabiao/Seedance2-Storyboard-Generator.git,17b9ca6dfac3e4a086a2874791ef19ae5aae3932,ok,INSTRUCTION_ONLY,2122,,,Claude Code,2,3378,1180,2,2,0,0,0,13.63
lidge-jun/cli-jaw,https://github.com/lidge-jun/cli-jaw,https://github.com/lidge-jun/cli-jaw.git,d08259a56c728bb792f363bfc8ca0eae9ba44d14,ok,INSTRUCTION_ONLY,197,MIT,TypeScript,Claude Code|OpenCode,2,7793,7793,1,1,0,0,0,18.34
LindaData/sports-betting,https://github.com/LindaData/sports-betting,https://github.com/LindaData/sports-betting.git,a617d6d7cb89e4ae1459f5d2d861b3c8e0e24b8c,ok,INSTRUCTION_ONLY,0,,TypeScript,OpenCode|Codex CLI,1,1073,1073,0,0,0,0,0,11.32
Ling-ye/cc-port,https://github.com/Ling-ye/cc-port,https://github.com/Ling-ye/cc-port.git,4148057e49f5059ade7849b51de7cbaa9fe93e26,ok,INSTRUCTION_ONLY,6,MIT,Python,OpenCode,1,2694,2694,0,0,0,0,0,11.88
linny006/prompt-tools-live,https://github.com/linny006/prompt-tools-live,https://github.com/linny006/prompt-tools-live.git,b7ad660d486a23d831fde20a2ca2ff75562aef5b,ok,INSTRUCTION_ONLY,9,,Python,,0,0,0,0,0,0,0,0,10.58
liutaocode/TTS-arxiv-daily,https://github.com/liutaocode/TTS-arxiv-daily,https://github.com/liutaocode/TTS-arxiv-daily.git,62378609fb24d3a3a5175c87a46024f02484c41a,ok,INSTRUCTION_ONLY,666,Apache-2.0,Python,,0,0,0,0,0,0,0,0,10.39
LLMQuant/awesome-trading-agents,https://github.com/LLMQuant/awesome-trading-agents,https://github.com/LLMQuant/awesome-trading-agents.git,a5bcbc6a192386e7c625976082715dabed9bfb26,ok,INSTRUCTION_ONLY,383,CC0-1.0,,,0,0,0,0,0,0,0,0,10.99
llyb120/nova-client,https://github.com/llyb120/nova-client,https://github.com/llyb120/nova-client.git,94332d1479ac262e386c6c67d2165a0ffa1bc55d,ok,INSTRUCTION_ONLY,0,,Rust,Cursor,0,0,0,0,0,0,0,0,11.75
lohn/sync-claude-md,https://github.com/lohn/sync-claude-md,https://github.com/lohn/sync-claude-md.git,7d51803edfa4540d9d49a532c192a9ffd006b8c7,ok,INSTRUCTION_ONLY,0,MIT,Go,Claude Code|OpenCode,5,882,882,0,0,0,0,0,12.36
lool-ventures/founder-skills,https://github.com/lool-ventures/founder-skills,https://github.com/lool-ventures/founder-skills.git,f0f6db44db6e8a7a4d62db3d85eee8960d2c8071,ok,INSTRUCTION_ONLY,26,Apache-2.0,Python,Claude Code,1,24415,24415,0,0,0,0,0,14.3
LoomA8osAgent/a8-loom-coordinator,https://github.com/LoomA8osAgent/a8-loom-coordinator,https://github.com/LoomA8osAgent/a8-loom-coordinator.git,c06d97490e46a7ee5692c7ae12a2cbfc0aa078a1,ok,INSTRUCTION_ONLY,5,MIT,JavaScript,OpenCode,1,830,830,0,0,0,0,0,12.74
lst97/claude-code-sub-agents,https://github.com/lst97/claude-code-sub-agents,https://github.com/lst97/claude-code-sub-agents.git,96f5a506793d1c2e4a66c3ec3ce63c2cd2667728,ok,INSTRUCTION_ONLY,1667,MIT,,Claude Code,1,2595,2595,0,0,0,0,0,11.72
lzfxxx/shadow-tutor,https://github.com/lzfxxx/shadow-tutor,https://github.com/lzfxxx/shadow-tutor.git,08f97c6de9448fe15ec3d786004ff4828e5bf051,ok,INSTRUCTION_ONLY,4,MIT,JavaScript,OpenCode,2,1341,791,3,3,0,0,0,11.45
M-Bajalan/kibsu,https://github.com/M-Bajalan/kibsu,https://github.com/M-Bajalan/kibsu.git,973d824c81ebc8d0a14e01c989b4eab08fb391a9,ok,INSTRUCTION_ONLY,1,MIT,Python,,0,0,0,0,0,0,0,0,11.21
m1guel1982/mova-context,https://github.com/m1guel1982/mova-context,https://github.com/m1guel1982/mova-context.git,eab3e5dc2c136101d905ee749eeda64134942472,ok,INSTRUCTION_ONLY,1,NOASSERTION,Go,,0,0,0,1,1,0,0,0,19.49
Maciek-roboblog/Claude-Code-Usage-Monitor,https://github.com/Maciek-roboblog/Claude-Code-Usage-Monitor,https://github.com/Maciek-roboblog/Claude-Code-Usage-Monitor.git,c59a83bf943f329f0e61f1a29c760353ee1860a5,ok,INSTRUCTION_ONLY,8637,MIT,Python,,0,0,0,0,0,0,0,0,12.27
madeburo/contextai,https://github.com/madeburo/contextai,https://github.com/madeburo/contextai.git,6d053400538d66f81dc1e135423177b2dfa2df2f,ok,INSTRUCTION_ONLY,7,MIT,TypeScript,,0,0,0,0,0,0,0,0,10.53
MagnivOrg/prompt-layer-library,https://github.com/MagnivOrg/prompt-layer-library,https://github.com/MagnivOrg/prompt-layer-library.git,c19662d2a2e50a2fc7f8af6d24ba6e9c0a9ac430,ok,INSTRUCTION_ONLY,782,Apache-2.0,Python,,0,0,0,0,0,0,0,0,11.24
MaikelHeijen/socrates,https://github.com/MaikelHeijen/socrates,https://github.com/MaikelHeijen/socrates.git,4f4988c5c749632f6f2a726ecdc5d18262183977,ok,INSTRUCTION_ONLY,0,MIT,Shell,,1,4625,0,5,4,1,0,0,12.33
makoy-daniot2001/agent-session-mirror,https://github.com/makoy-daniot2001/agent-session-mirror,https://github.com/makoy-daniot2001/agent-session-mirror.git,7981db859e50d1cf5bd19449538742f8dbc88594,ok,INSTRUCTION_ONLY,1,,HTML,,0,0,0,0,0,0,0,0,9.13
Maksim-Burtsev/simple-man,https://github.com/Maksim-Burtsev/simple-man,https://github.com/Maksim-Burtsev/simple-man.git,e9cb6dae9af425c20b6f13ae20357d4deaa4166f,ok,INSTRUCTION_ONLY,3,MIT,Python,Claude Code|Gemini CLI|OpenCode,4,2653,1713,3,3,0,0,0,11.81
Malo-T/claude-toolbelt,https://github.com/Malo-T/claude-toolbelt,https://github.com/Malo-T/claude-toolbelt.git,12ac27cdfc0021dfd3c5e97d4e796d7ecccae5f6,ok,INSTRUCTION_ONLY,2,MIT,Shell,Claude Code,2,1400,1023,0,0,0,0,0,11.15
martimfasantos/ai-agents-frameworks,https://github.com/martimfasantos/ai-agents-frameworks,https://github.com/martimfasantos/ai-agents-frameworks.git,2e8d8eb3e9bd6f1159df536b4f9d943c51cc209b,ok,INSTRUCTION_ONLY,625,,Python,,0,0,0,0,0,0,0,0,16.33
mattvinall/Quick-Enrich-Tools,https://github.com/mattvinall/Quick-Enrich-Tools,https://github.com/mattvinall/Quick-Enrich-Tools.git,a6de8ec57a98742fb87022940c9b7926ab75ac56,ok,INSTRUCTION_ONLY,3,MIT,Python,Claude Code|OpenCode,2,2742,2742,0,0,0,0,0,10.95
mattzcarey/zagi,https://github.com/mattzcarey/zagi,https://github.com/mattzcarey/zagi.git,ef3fe5cbf8aaaa4db831742253e05625bb0c8821,ok,INSTRUCTION_ONLY,291,NOASSERTION,Zig,OpenCode,1,2800,2800,0,0,0,0,0,11.06
mco-org/mco,https://github.com/mco-org/mco,https://github.com/mco-org/mco.git,d7fef6c96dca10a3ed0fd7c5ecd505e665ca455e,ok,INSTRUCTION_ONLY,496,MIT,Python,Claude Code|OpenCode,3,3878,2332,1,1,0,0,0,12.88
meleantonio/ChernyCode,https://github.com/meleantonio/ChernyCode,https://github.com/meleantonio/ChernyCode.git,8a74a2ada2f0762ca78fa7da6c16fb23e318f407,ok,INSTRUCTION_ONLY,514,,,Claude Code|Cursor|OpenCode,6,2753,1075,10,8,0,0,2,11.94
mertcanciy/news-reviewer,https://github.com/mertcanciy/news-reviewer,https://github.com/mertcanciy/news-reviewer.git,3b4ddcf34f947a1ea1676a52fcd05374e6054d52,ok,INSTRUCTION_ONLY,1,MIT,Shell,Cursor|Gemini CLI|OpenCode,4,4856,1734,7,4,2,0,1,10.37
mhenke/john-ousterhout-skills,https://github.com/mhenke/john-ousterhout-skills,https://github.com/mhenke/john-ousterhout-skills.git,86e2ca3a46bf9f60d77a72872736a75a57dd0132,ok,INSTRUCTION_ONLY,1,MIT,JavaScript,Claude Code|Cursor|OpenCode,7,19614,4885,14,11,2,0,1,12.57
mianbaofang/agent-expert-panel,https://github.com/mianbaofang/agent-expert-panel,https://github.com/mianbaofang/agent-expert-panel.git,4c3f71f3dc0f29b1d621ccb77f14d631d48986e7,ok,INSTRUCTION_ONLY,1,MIT,Python,,2,2079,1370,3,3,0,0,0,16.38
mibelibsen/kontiki,https://github.com/mibelibsen/kontiki,https://github.com/mibelibsen/kontiki.git,3059a7bdb1605c3bfd2e1b0a81d77da8077d9b06,ok,INSTRUCTION_ONLY,0,,HTML,Claude Code,1,778,778,0,0,0,0,0,10.59
michalstrnadel/AgentBar,https://github.com/michalstrnadel/AgentBar,https://github.com/michalstrnadel/AgentBar.git,813f6911e75b20ebe66f58593b3023ac0a299a15,ok,INSTRUCTION_ONLY,5,MIT,Swift,Claude Code,1,508,508,0,0,0,0,0,11.78
michellema8890/pdf-to-editable-word-skill,https://github.com/michellema8890/pdf-to-editable-word-skill,https://github.com/michellema8890/pdf-to-editable-word-skill.git,8569280beecb83d00103ddc82c73870ccbe0d24c,ok,INSTRUCTION_ONLY,0,MIT,Python,,1,541,0,3,2,1,0,0,10.12
Microck/ordinary-claude-skills,https://github.com/Microck/ordinary-claude-skills,https://github.com/Microck/ordinary-claude-skills.git,1056d293d41a3a3b86518d8ab6ec0a79091ccedb,ok,INSTRUCTION_ONLY,324,NOASSERTION,Python,,6,23100,23100,0,0,0,0,0,24.88
microsoft/clarity,https://github.com/microsoft/clarity,https://github.com/microsoft/clarity.git,8aa987e469a1fe11dbf984ffc98f3344468e4af4,ok,INSTRUCTION_ONLY,2715,MIT,TypeScript,Claude Code|Copilot,3,3413,3378,1,1,0,0,0,10.67
minatoplanb/claude-code-jp-starter,https://github.com/minatoplanb/claude-code-jp-starter,https://github.com/minatoplanb/claude-code-jp-starter.git,5b3e5776d109df8b34be6aaf05f405d8955b2190,ok,INSTRUCTION_ONLY,1,MIT,JavaScript,,1,233,233,0,0,0,0,0,10.65
Mnemoclaw/immune,https://github.com/Mnemoclaw/immune,https://github.com/Mnemoclaw/immune.git,1e2197dcd7a2469fe5561cf7c1473f28c1bdcdba,ok,INSTRUCTION_ONLY,12,MIT,HTML,,0,0,0,0,0,0,0,0,13.46
moamen-ui/pointer-dashboard,https://github.com/moamen-ui/pointer-dashboard,https://github.com/moamen-ui/pointer-dashboard.git,4c643b25186b027c66ba7a314faa80a027a33557,ok,INSTRUCTION_ONLY,0,,TypeScript,Claude Code|OpenCode,2,1822,1822,0,0,0,0,0,14.37
mohammadtmohsen/chorus,https://github.com/mohammadtmohsen/chorus,https://github.com/mohammadtmohsen/chorus.git,1cc7824e733551aa509079ce02796b59f68de3c9,ok,INSTRUCTION_ONLY,1,MIT,TypeScript,Claude Code,1,5132,5132,0,0,0,0,0,13.61
mohitagw15856/agent-rosetta,https://github.com/mohitagw15856/agent-rosetta,https://github.com/mohitagw15856/agent-rosetta.git,82154362d0b2d4b8593c0b93cdaa80f016324090,ok,INSTRUCTION_ONLY,0,MIT,JavaScript,,0,0,0,0,0,0,0,0,11.36
Mr-CG-end/agent-harness-bootstrap,https://github.com/Mr-CG-end/agent-harness-bootstrap,https://github.com/Mr-CG-end/agent-harness-bootstrap.git,c7c1f8a7049e2419fb3afe5d32d1538d27194e41,ok,INSTRUCTION_ONLY,0,Apache-2.0,Python,OpenCode,2,2430,554,4,4,0,0,0,10.65
mrtaihualin/mrtaihualin.github.io,https://github.com/mrtaihualin/mrtaihualin.github.io,https://github.com/mrtaihualin/mrtaihualin.github.io.git,0a4d4a9bb82f9314002fa935a973eb2e4c5ceea8,ok,INSTRUCTION_ONLY,0,,JavaScript,OpenCode,1,803,803,1,1,0,0,0,15.5
muxy-app/muxy,https://github.com/muxy-app/muxy,https://github.com/muxy-app/muxy.git,52b69b6a8f305bc9c110964f909dddf17de0e123,ok,INSTRUCTION_ONLY,2191,MIT,Swift,Claude Code|Copilot|OpenCode,2,1263,1263,1,1,0,0,0,12.55
mxyhi/ok-skills,https://github.com/mxyhi/ok-skills,https://github.com/mxyhi/ok-skills.git,d42464cef55fda51f6b7bf3cb45e562a71c83a33,ok,INSTRUCTION_ONLY,474,Apache-2.0,HTML,,0,0,0,0,0,0,0,0,15.1
MyNetInfo/LdSSHManager,https://github.com/MyNetInfo/LdSSHManager,https://github.com/MyNetInfo/LdSSHManager.git,de5938a39a970ce295985515481d4802577de791,ok,INSTRUCTION_ONLY,0,MIT,Go,,0,0,0,0,0,0,0,0,10.62
nanatsusaya/agent-project-rules,https://github.com/nanatsusaya/agent-project-rules,https://github.com/nanatsusaya/agent-project-rules.git,55e567cb8f0f2daeeb497e2bb5a113f1dd56b4a4,ok,INSTRUCTION_ONLY,0,NOASSERTION,JavaScript,Claude Code|OpenCode,2,2062,2062,0,0,0,0,0,7.68
nashory/agx,https://github.com/nashory/agx,https://github.com/nashory/agx.git,7668616bb09900cf8fa8fe6a2cfc834127541918,ok,INSTRUCTION_ONLY,1,Apache-2.0,Go,Claude Code,1,31,31,0,0,0,0,0,12.17
NevaMind-AI/memU,https://github.com/NevaMind-AI/memU,https://github.com/NevaMind-AI/memU.git,6a105072bc23582a1a19705a24b7c57a8c078c0a,ok,INSTRUCTION_ONLY,14315,NOASSERTION,Python,OpenCode,1,875,875,0,0,0,0,0,2.54
Nick2bad4u/eslint-plugin-codex,https://github.com/Nick2bad4u/eslint-plugin-codex,https://github.com/Nick2bad4u/eslint-plugin-codex.git,6e1aaa34b54efaccee6cd2dbee0af71556ee77a8,ok,INSTRUCTION_ONLY,0,MIT,TypeScript,OpenCode,1,767,767,1,1,0,0,0,12.89
nikolanovoselec/codeflare,https://github.com/nikolanovoselec/codeflare,https://github.com/nikolanovoselec/codeflare.git,7c16ede580f67516bb01a16aa67826a9fc117555,ok,INSTRUCTION_ONLY,25,NOASSERTION,TypeScript,,0,0,0,4,4,0,0,0,23.44
nitinmms/LitosAiCodingAgent,https://github.com/nitinmms/LitosAiCodingAgent,https://github.com/nitinmms/LitosAiCodingAgent.git,2b79b9173f331fd721050b111b5fc37e6969e3c5,ok,INSTRUCTION_ONLY,4,Apache-2.0,C#,Claude Code,1,274,274,0,0,0,0,0,12.67
nolangz/pixel2motion,https://github.com/nolangz/pixel2motion,https://github.com/nolangz/pixel2motion.git,3824573d4e522c244d82b810fc5b85c7858f6b66,ok,INSTRUCTION_ONLY,1974,MIT,Python,,1,7104,0,5,4,1,0,0,12.26
Nomadcxx/opencode-cursor,https://github.com/Nomadcxx/opencode-cursor,https://github.com/Nomadcxx/opencode-cursor.git,8e14a26c1e080382f471a729436092ef72edf34e,ok,INSTRUCTION_ONLY,671,BSD-3-Clause,TypeScript,,0,0,0,0,0,0,0,0,11.47
O-Marsters-1997/treepad,https://github.com/O-Marsters-1997/treepad,https://github.com/O-Marsters-1997/treepad.git,34e22034dde919304f3801b92bca2c157588849d,ok,INSTRUCTION_ONLY,1,MIT,Go,Claude Code,2,2103,150,4,3,1,0,0,12.28
Ocean82/Agent-Skills,https://github.com/Ocean82/Agent-Skills,https://github.com/Ocean82/Agent-Skills.git,d21d7fe2b902fae9f4591e57f5530e38caef7184,ok,INSTRUCTION_ONLY,0,NOASSERTION,,,0,0,0,0,0,0,0,0,10.15
oguzbilgic/agent-kernel,https://github.com/oguzbilgic/agent-kernel,https://github.com/oguzbilgic/agent-kernel.git,c58a49be395bff8d25c98228f5210f4d683b026d,ok,INSTRUCTION_ONLY,335,,,OpenCode,1,606,606,0,0,0,0,0,10.49
okfriansyah-moh/ares,https://github.com/okfriansyah-moh/ares,https://github.com/okfriansyah-moh/ares.git,1f9fd83cf86e331ed44b3c53214305f8e5300f27,ok,INSTRUCTION_ONLY,2,Apache-2.0,Go,OpenCode,1,1776,1776,0,0,0,0,0,11.48
omnirexflora-labs/omnicoreagent,https://github.com/omnirexflora-labs/omnicoreagent,https://github.com/omnirexflora-labs/omnicoreagent.git,60da57a6dacd3f7796fffd9d198c0a7420aa6aad,ok,INSTRUCTION_ONLY,245,MIT,Python,,0,0,0,0,0,0,0,0,11.53
op7418/guizang-social-card-skill,https://github.com/op7418/guizang-social-card-skill,https://github.com/op7418/guizang-social-card-skill.git,cf4b810fac1c73fb65a2bb31d8c9278d82cbc4c5,ok,INSTRUCTION_ONLY,6413,AGPL-3.0,HTML,,1,7811,0,10,8,2,0,0,13.39
open-gitagent/opengap,https://github.com/open-gitagent/opengap,https://github.com/open-gitagent/opengap.git,d7a8e2edb54b942d6b4635cdd8b919ebd23e5da5,ok,INSTRUCTION_ONLY,2917,MIT,TypeScript,,0,0,0,0,0,0,0,0,15.3
oprounak34-cpu/agent-bridge-core,https://github.com/oprounak34-cpu/agent-bridge-core,https://github.com/oprounak34-cpu/agent-bridge-core.git,08717cda39faf3e38e48af41ec03bfa676a2edc1,ok,INSTRUCTION_ONLY,0,,HTML,,0,0,0,0,0,0,0,0,11.01
OrgMentem/zotio,https://github.com/OrgMentem/zotio,https://github.com/OrgMentem/zotio.git,17b877621b053b8821f5571ca11d9adff98d98bf,ok,INSTRUCTION_ONLY,2,MIT,Go,OpenCode,1,1927,1927,0,0,0,0,0,13.22
Oscarr36/ReadMeAI,https://github.com/Oscarr36/ReadMeAI,https://github.com/Oscarr36/ReadMeAI.git,d21e2e29b5a74fce6587c48a614b81c694b988c0,ok,INSTRUCTION_ONLY,4,MIT,Shell,,0,0,0,0,0,0,0,0,11.14
Owl-Listener/designer-skills,https://github.com/Owl-Listener/designer-skills,https://github.com/Owl-Listener/designer-skills.git,20e34c4a587e5eb09fcdf8351fa97b3ad761b31e,ok,INSTRUCTION_ONLY,2100,MIT,Markdown,Gemini CLI,0,0,0,0,0,0,0,0,13.02
Paritok-official/paritok-4b-v1,https://github.com/Paritok-official/paritok-4b-v1,https://github.com/Paritok-official/paritok-4b-v1.git,feb96a9b29fac4f223e2950db19d781879b2a694,ok,INSTRUCTION_ONLY,1438,Apache-2.0,Python,,0,0,0,0,0,0,0,0,4.83
pax-beehive/paxm,https://github.com/pax-beehive/paxm,https://github.com/pax-beehive/paxm.git,1d9a460693e9a51291555409dbac743bf55b347f,ok,INSTRUCTION_ONLY,433,Apache-2.0,Go,Claude Code|OpenCode,4,2208,314,3,3,0,0,0,12.35
pejmanjohn/slot-machine,https://github.com/pejmanjohn/slot-machine,https://github.com/pejmanjohn/slot-machine.git,8519b1f647b3a4c3e3cb100a26caf8a1f9fe5c6a,ok,INSTRUCTION_ONLY,31,MIT,Shell,Claude Code|OpenCode,3,22080,3351,7,6,1,0,0,14.01
pengtruman922-dotcom/Match-MA,https://github.com/pengtruman922-dotcom/Match-MA,https://github.com/pengtruman922-dotcom/Match-MA.git,e72a30ad3ca13370a9cf6272bb6e411a5ddb1cb8,ok,INSTRUCTION_ONLY,0,,Python,Claude Code|OpenCode,2,1539,1539,0,0,0,0,0,12.14
pertamaxxx/agents,https://github.com/pertamaxxx/agents,https://github.com/pertamaxxx/agents.git,517b414ae9d04d4fd2d47cd0d47769c7bf684b7f,ok,INSTRUCTION_ONLY,3,MIT,TypeScript,OpenCode,2,1852,1823,1,1,0,0,0,12.45
pi22by7/In-Memoria,https://github.com/pi22by7/In-Memoria,https://github.com/pi22by7/In-Memoria.git,9cbed0d63a52d61fcd66d0d651b8c4d7f787ba78,ok,INSTRUCTION_ONLY,170,MIT,Rust,Copilot,1,3174,3174,0,0,0,0,0,11.92
PieroJF/claude-workflow-resilience,https://github.com/PieroJF/claude-workflow-resilience,https://github.com/PieroJF/claude-workflow-resilience.git,e28e3217b9bac4b356a602513bbfa3fc03eb3753,ok,INSTRUCTION_ONLY,0,MIT,Shell,,2,4371,0,5,2,2,0,1,10.9
pirica/cursor_tracking,https://github.com/pirica/cursor_tracking,https://github.com/pirica/cursor_tracking.git,07c62b8dd18bc33b347d3611e2ae54f77f240a87,ok,INSTRUCTION_ONLY,0,MIT,PHP,Cursor|OpenCode,1,627,627,1,1,0,0,0,10.99
